,redshift,Xe_H,Xe_He,Xe,T_matter
329,6710.0,1.0,0.0795133856495,1.15781823217,18287.475
330,6700.0,1.0,0.0795133856495,1.15775820363,18260.225
331,6690.0,1.0,0.0795133856495,1.15769505038,18232.975
332,6680.0,1.0,0.0795133856495,1.15762860534,18205.725
333,6670.0,1.0,0.0795133856495,1.15755869256,18178.475
334,6660.0,1.0,0.0795133856495,1.15748512676,18151.225
335,6650.0,1.0,0.0795133856495,1.15740771295,18123.975
336,6640.0,1.0,0.0795133856495,1.1573262459,18096.725
337,6630.0,1.0,0.0795133856495,1.1572405097,18069.475
338,6620.0,1.0,0.0795133856495,1.15715027728,18042.225
339,6610.0,1.0,0.0795133856495,1.15705530987,18014.975
340,6600.0,1.0,0.0795133856495,1.1569553565,17987.725
341,6590.0,1.0,0.0795133856495,1.1568501535,17960.475
342,6580.0,1.0,0.0795133856495,1.15673942397,17933.225
343,6570.0,1.0,0.0795133856495,1.15662287719,17905.975
344,6560.0,1.0,0.0795133856495,1.15650020817,17878.725
345,6550.0,1.0,0.0795133856495,1.15637109704,17851.475
346,6540.0,1.0,0.0795133856495,1.15623520855,17824.225
347,6530.0,1.0,0.0795133856495,1.15609219155,17796.975
348,6520.0,1.0,0.0795133856495,1.15594167847,17769.725
349,6510.0,1.0,0.0795133856495,1.15578328483,17742.475
350,6500.0,1.0,0.0795133856495,1.15561660879,17715.225
351,6490.0,1.0,0.0795133856495,1.15544123068,17687.975
352,6480.0,1.0,0.0795133856495,1.15525671265,17660.725
353,6470.0,1.0,0.0795133856495,1.1550625983,17633.475
354,6460.0,1.0,0.0795133856495,1.15485841239,17606.225
355,6450.0,1.0,0.0795133856495,1.15464366066,17578.975
356,6440.0,1.0,0.0795133856495,1.15441782966,17551.725
357,6430.0,1.0,0.0795133856495,1.15418038671,17524.475
358,6420.0,1.0,0.0795133856495,1.15393078002,17497.225
359,6410.0,1.0,0.0795133856495,1.15366843882,17469.975
360,6400.0,1.0,0.0795133856495,1.15339277376,17442.725
361,6390.0,1.0,0.0795133856495,1.15310317735,17415.475
362,6380.0,1.0,0.0795133856495,1.15279902469,17388.225
363,6370.0,1.0,0.0795133856495,1.1524796743,17360.975
364,6360.0,1.0,0.0795133856495,1.15214446925,17333.725
365,6350.0,1.0,0.0795133856495,1.15179273846,17306.475
366,6340.0,1.0,0.0795133856495,1.15142379832,17279.225
367,6330.0,1.0,0.0795133856495,1.15103695459,17251.975
368,6320.0,1.0,0.0795133856495,1.15063150455,17224.725
369,6310.0,1.0,0.0795133856495,1.15020673956,17197.475
370,6300.0,1.0,0.0795133856495,1.14976194792,17170.225
371,6290.0,1.0,0.0795133856495,1.14929641811,17142.975
372,6280.0,1.0,0.0795133856495,1.14880944244,17115.725
373,6270.0,1.0,0.0795133856495,1.14830032106,17088.475
374,6260.0,1.0,0.0795133856495,1.14776836646,17061.225
375,6250.0,1.0,0.0795133856495,1.14721290828,17033.975
376,6240.0,1.0,0.0795133856495,1.14663329864,17006.725
377,6230.0,1.0,0.0795133856495,1.14602891785,16979.475
378,6220.0,1.0,0.0795133856495,1.14539918051,16952.225
379,6210.0,1.0,0.0795133856495,1.14474354202,16924.975
380,6200.0,1.0,0.0795133856495,1.14406150546,16897.725
381,6190.0,1.0,0.0795133856495,1.14335262868,16870.475
382,6180.0,1.0,0.0795133856495,1.14261653184,16843.225
383,6170.0,1.0,0.0795133856495,1.14185290497,16815.975
384,6160.0,1.0,0.0795133856495,1.14106151576,16788.725
385,6150.0,1.0,0.0795133856495,1.14024221738,16761.475
386,6140.0,1.0,0.0795133856495,1.13939495622,16734.225
387,6130.0,1.0,0.0795133856495,1.13851977949,16706.975
388,6120.0,1.0,0.0795133856495,1.1376168425,16679.725
389,6110.0,1.0,0.0795133856495,1.13668641563,16652.475
390,6100.0,1.0,0.0795133856495,1.13572889059,16625.225
